"","authors","title","year_3","donwscaling_approach","allocation_method","downscaling_scale","location_name","control_variable","variable_description","variable_extra_description","response_variable","response_ecosystem","global_limit_considered","time_serie","year_15","boundary_percapita","territorial_boundary","footprint_percapita","territorial_footprint","overshoot","geographical_extent","grain_resolution","environmental_performance","data_reference","social_policy_involved","observations","boundary_studied","variables_considered_for_quantification","publication_year","year","x28"
"1","Røkås T.; Gómez-Baggethun E.","Defining a safe and just operating space for the Norwegian economy","2025","top down","inter- and intra-generational sharing principle","country","norway","GHG emissions to stay within 1.5C","The remaining cumulative greenhouse gas emissions (excluding land cover changes) for a 50 % chance to stay below 1.5 °C by 2055 compared with pre-industrial level","CO2 budget adopted for Norway is an equal (per capita) share of the predicted world population between 1990 and 2055 (Statistics Norway; UN, 2019), accounting for accumulated emissions from 1990 to 2019 (Gütschow et al., 2021) and a carbon budget for a 50 % chance of staying within temperature rise of 1.5 °C equal to 500Gt CO2 (IPCC, 2021).",NA,NA,NA,"1990-2000",NA,NA,"1129 Mt CO2e",NA,"2413 Mt CO2e",NA,NA,NA,"consumption-based","Eora MRIO; IPCC, 2021; PRIMAP; Statistics Norway; United Nations, 2019",NA,"To measure emissions, we used consumption-based accounts (CBA) (Lenzen et al., 2012, Lenzen et al., 2013). inter- and intra-generational sharing principle (Dao et al., 2018)","Climate change",NA,NA,NA,NA
"2","Røkås T.; Gómez-Baggethun E.","Defining a safe and just operating space for the Norwegian economy","2025","top down","inter- and intra-generational sharing principle","country","norway","GHG emissions to stay within 1.5C","The remaining cumulative greenhouse gas emissions (excluding land cover changes) for a 50 % chance to stay below 1.5 °C by 2055 compared with pre-industrial level","CO2 budget adopted for Norway is an equal (per capita) share of the predicted world population between 1990 and 2055 (Statistics Norway; UN, 2019), accounting for accumulated emissions from 1990 to 2019 (Gütschow et al., 2021) and a carbon budget for a 50 % chance of staying within temperature rise of 1.5 °C equal to 500Gt CO2 (IPCC, 2021).",NA,NA,NA,"1990-2000",NA,NA,"1129 Mt CO2e",NA,"1655 Mt CO2e",NA,NA,NA,"production-based","Eora MRIO; IPCC, 2021; PRIMAP; Statistics Norway; United Nations, 2019",NA,"To measure emissions, we used both production-based accounts (PBA) (Statistics Norway, 2023b). inter- and intra-generational sharing principle (Dao et al., 2018)","Climate change",NA,NA,NA,NA
"37","O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.","A good life for all within planetary boundaries","2018","top down","equal share per capita","country","cyprus","CO2 emissions","Consumption-based allocation of CO2 emissions from energy and cement production.","As an alternative boundary to 350 ppm, authors used the 2 C temperature stabilisation goal emphasised in the Paris Agreement. The cumulative emissions from 2011 to 2100 associated with a “high” probability (66%) of achieving this goal are approximately 1000 Gt CO2, or given a population of 7 billion people, approximately 1.61 t CO2 per capita (assuming CO2 emissions available in the 2011– 2100 carbon budget are distributed uniformly over time).",NA,NA,"350ppm",NA,NA,"1.61 t CO6",NA,"12.64 tCO2/cap",NA,"7.85",NA,NA,NA,"www.worldmrio.com",NA,NA,"Climate change",NA,NA,NA,NA
"38","O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.","A good life for all within planetary boundaries","2018","top down","equal share per capita","country","Czechia","CO2 emissions","Consumption-based allocation of CO2 emissions from energy and cement production.","As an alternative boundary to 350 ppm, authors used the 2 C temperature stabilisation goal emphasised in the Paris Agreement. The cumulative emissions from 2011 to 2100 associated with a “high” probability (66%) of achieving this goal are approximately 1000 Gt CO2, or given a population of 7 billion people, approximately 1.61 t CO2 per capita (assuming CO2 emissions available in the 2011– 2100 carbon budget are distributed uniformly over time).",NA,NA,"350ppm",NA,NA,"1.61 t CO6",NA,"10.93 tCO2/cap",NA,"6.79",NA,NA,NA,"www.worldmrio.com",NA,NA,"Climate change",NA,NA,NA,NA
"39","O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.","A good life for all within planetary boundaries","2018","top down","equal share per capita","country","denmark","CO2 emissions","Consumption-based allocation of CO2 emissions from energy and cement production.","As an alternative boundary to 350 ppm, authors used the 2 C temperature stabilisation goal emphasised in the Paris Agreement. The cumulative emissions from 2011 to 2100 associated with a “high” probability (66%) of achieving this goal are approximately 1000 Gt CO2, or given a population of 7 billion people, approximately 1.61 t CO2 per capita (assuming CO2 emissions available in the 2011– 2100 carbon budget are distributed uniformly over time).",NA,NA,"350ppm",NA,NA,"1.61 t CO6",NA,"11.74 tCO2/cap",NA,"7.29",NA,NA,NA,"www.worldmrio.com",NA,NA,"Climate change",NA,NA,NA,NA
"40","O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.","A good life for all within planetary boundaries","2018","top down","equal share per capita","country","dominican rep.","CO2 emissions","Consumption-based allocation of CO2 emissions from energy and cement production.","As an alternative boundary to 350 ppm, authors used the 2 C temperature stabilisation goal emphasised in the Paris Agreement. The cumulative emissions from 2011 to 2100 associated with a “high” probability (66%) of achieving this goal are approximately 1000 Gt CO2, or given a population of 7 billion people, approximately 1.61 t CO2 per capita (assuming CO2 emissions available in the 2011– 2100 carbon budget are distributed uniformly over time).",NA,NA,"350ppm",NA,NA,"1.61 t CO6",NA,"2.83 tCO2/cap",NA,"1.76",NA,NA,NA,"www.worldmrio.com",NA,NA,"Climate change",NA,NA,NA,NA
"41","O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.","A good life for all within planetary boundaries","2018","top down","equal share per capita","country","ecuador","CO2 emissions","Consumption-based allocation of CO2 emissions from energy and cement production.","As an alternative boundary to 350 ppm, authors used the 2 C temperature stabilisation goal emphasised in the Paris Agreement. The cumulative emissions from 2011 to 2100 associated with a “high” probability (66%) of achieving this goal are approximately 1000 Gt CO2, or given a population of 7 billion people, approximately 1.61 t CO2 per capita (assuming CO2 emissions available in the 2011– 2100 carbon budget are distributed uniformly over time).",NA,NA,"350ppm",NA,NA,"1.61 t CO6",NA,"2.29 tCO2/cap",NA,"1.42",NA,NA,NA,"www.worldmrio.com",NA,NA,"Climate change",NA,NA,NA,NA
"42","O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.","A good life for all within planetary boundaries","2018","top down","equal share per capita","country","egypt","CO2 emissions","Consumption-based allocation of CO2 emissions from energy and cement production.","As an alternative boundary to 350 ppm, authors used the 2 C temperature stabilisation goal emphasised in the Paris Agreement. The cumulative emissions from 2011 to 2100 associated with a “high” probability (66%) of achieving this goal are approximately 1000 Gt CO2, or given a population of 7 billion people, approximately 1.61 t CO2 per capita (assuming CO2 emissions available in the 2011– 2100 carbon budget are distributed uniformly over time).",NA,NA,"350ppm",NA,NA,"1.61 t CO6",NA,"3.27 tCO2/cap",NA,"2.03",NA,NA,NA,"www.worldmrio.com",NA,NA,"Climate change",NA,NA,NA,NA
"43","O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.","A good life for all within planetary boundaries","2018","top down","equal share per capita","country","el salvador","CO2 emissions","Consumption-based allocation of CO2 emissions from energy and cement production.","As an alternative boundary to 350 ppm, authors used the 2 C temperature stabilisation goal emphasised in the Paris Agreement. The cumulative emissions from 2011 to 2100 associated with a “high” probability (66%) of achieving this goal are approximately 1000 Gt CO2, or given a population of 7 billion people, approximately 1.61 t CO2 per capita (assuming CO2 emissions available in the 2011– 2100 carbon budget are distributed uniformly over time).",NA,NA,"350ppm",NA,NA,"1.61 t CO6",NA,"1.72 tCO2/cap",NA,"1.07",NA,NA,NA,"www.worldmrio.com",NA,NA,"Climate change",NA,NA,NA,NA
"44","O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.","A good life for all within planetary boundaries","2018","top down","equal share per capita","country","eritrea","CO2 emissions","Consumption-based allocation of CO2 emissions from energy and cement production.","As an alternative boundary to 350 ppm, authors used the 2 C temperature stabilisation goal emphasised in the Paris Agreement. The cumulative emissions from 2011 to 2100 associated with a “high” probability (66%) of achieving this goal are approximately 1000 Gt CO2, or given a population of 7 billion people, approximately 1.61 t CO2 per capita (assuming CO2 emissions available in the 2011– 2100 carbon budget are distributed uniformly over time).",NA,NA,"350ppm",NA,NA,"1.61 t CO6",NA,"0.14 tCO2/cap",NA,"0.09",NA,NA,NA,"www.worldmrio.com",NA,NA,"Climate change",NA,NA,NA,NA
"45","O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.","A good life for all within planetary boundaries","2018","top down","equal share per capita","country","estonia","CO2 emissions","Consumption-based allocation of CO2 emissions from energy and cement production.","As an alternative boundary to 350 ppm, authors used the 2 C temperature stabilisation goal emphasised in the Paris Agreement. The cumulative emissions from 2011 to 2100 associated with a “high” probability (66%) of achieving this goal are approximately 1000 Gt CO2, or given a population of 7 billion people, approximately 1.61 t CO2 per capita (assuming CO2 emissions available in the 2011– 2100 carbon budget are distributed uniformly over time).",NA,NA,"350ppm",NA,NA,"1.61 t CO6",NA,"14.14 tCO2/cap",NA,"8.78",NA,NA,NA,"www.worldmrio.com",NA,NA,"Climate change",NA,NA,NA,NA
"46","O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.","A good life for all within planetary boundaries","2018","top down","equal share per capita","country","ethiopia","CO2 emissions","Consumption-based allocation of CO2 emissions from energy and cement production.","As an alternative boundary to 350 ppm, authors used the 2 C temperature stabilisation goal emphasised in the Paris Agreement. The cumulative emissions from 2011 to 2100 associated with a “high” probability (66%) of achieving this goal are approximately 1000 Gt CO2, or given a population of 7 billion people, approximately 1.61 t CO2 per capita (assuming CO2 emissions available in the 2011– 2100 carbon budget are distributed uniformly over time).",NA,NA,"350ppm",NA,NA,"1.61 t CO6",NA,NA,NA,NA,NA,NA,NA,"www.worldmrio.com",NA,NA,"Climate change",NA,NA,NA,NA
"47","O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.","A good life for all within planetary boundaries","2018","top down","equal share per capita","country","finland","CO2 emissions","Consumption-based allocation of CO2 emissions from energy and cement production.","As an alternative boundary to 350 ppm, authors used the 2 C temperature stabilisation goal emphasised in the Paris Agreement. The cumulative emissions from 2011 to 2100 associated with a “high” probability (66%) of achieving this goal are approximately 1000 Gt CO2, or given a population of 7 billion people, approximately 1.61 t CO2 per capita (assuming CO2 emissions available in the 2011– 2100 carbon budget are distributed uniformly over time).",NA,NA,"350ppm",NA,NA,"1.61 t CO6",NA,"14.65 tCO2/cap",NA,"9.10",NA,NA,NA,"www.worldmrio.com",NA,NA,"Climate change",NA,NA,NA,NA
"48","O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.","A good life for all within planetary boundaries","2018","top down","equal share per capita","country","france","CO2 emissions","Consumption-based allocation of CO2 emissions from energy and cement production.","As an alternative boundary to 350 ppm, authors used the 2 C temperature stabilisation goal emphasised in the Paris Agreement. The cumulative emissions from 2011 to 2100 associated with a “high” probability (66%) of achieving this goal are approximately 1000 Gt CO2, or given a population of 7 billion people, approximately 1.61 t CO2 per capita (assuming CO2 emissions available in the 2011– 2100 carbon budget are distributed uniformly over time).",NA,NA,"350ppm",NA,NA,"1.61 t CO6",NA,"8.69 tCO2/cap",NA,"5.40",NA,NA,NA,"www.worldmrio.com",NA,NA,"Climate change",NA,NA,NA,NA
"49","O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.","A good life for all within planetary boundaries","2018","top down","equal share per capita","country","gabon","CO2 emissions","Consumption-based allocation of CO2 emissions from energy and cement production.","As an alternative boundary to 350 ppm, authors used the 2 C temperature stabilisation goal emphasised in the Paris Agreement. The cumulative emissions from 2011 to 2100 associated with a “high” probability (66%) of achieving this goal are approximately 1000 Gt CO2, or given a population of 7 billion people, approximately 1.61 t CO2 per capita (assuming CO2 emissions available in the 2011– 2100 carbon budget are distributed uniformly over time).",NA,NA,"350ppm",NA,NA,"1.61 t CO6",NA,"1.66 tCO2/cap",NA,"1.03",NA,NA,NA,"www.worldmrio.com",NA,NA,"Climate change",NA,NA,NA,NA
"50","O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.","A good life for all within planetary boundaries","2018","top down","equal share per capita","country","georgia","CO2 emissions","Consumption-based allocation of CO2 emissions from energy and cement production.","As an alternative boundary to 350 ppm, authors used the 2 C temperature stabilisation goal emphasised in the Paris Agreement. The cumulative emissions from 2011 to 2100 associated with a “high” probability (66%) of achieving this goal are approximately 1000 Gt CO2, or given a population of 7 billion people, approximately 1.61 t CO2 per capita (assuming CO2 emissions available in the 2011– 2100 carbon budget are distributed uniformly over time).",NA,NA,"350ppm",NA,NA,"1.61 t CO6",NA,"2.79 tCO2/cap",NA,"1.73",NA,NA,NA,"www.worldmrio.com",NA,NA,"Climate change",NA,NA,NA,NA
"51","O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.","A good life for all within planetary boundaries","2018","top down","equal share per capita","country","germany","CO2 emissions","Consumption-based allocation of CO2 emissions from energy and cement production.","As an alternative boundary to 350 ppm, authors used the 2 C temperature stabilisation goal emphasised in the Paris Agreement. The cumulative emissions from 2011 to 2100 associated with a “high” probability (66%) of achieving this goal are approximately 1000 Gt CO2, or given a population of 7 billion people, approximately 1.61 t CO2 per capita (assuming CO2 emissions available in the 2011– 2100 carbon budget are distributed uniformly over time).",NA,NA,"350ppm",NA,NA,"1.61 t CO6",NA,"10.85 tCO2/cap",NA,"6.74",NA,NA,NA,"www.worldmrio.com",NA,NA,"Climate change",NA,NA,NA,NA
"52","O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.","A good life for all within planetary boundaries","2018","top down","equal share per capita","country","ghana","CO2 emissions","Consumption-based allocation of CO2 emissions from energy and cement production.","As an alternative boundary to 350 ppm, authors used the 2 C temperature stabilisation goal emphasised in the Paris Agreement. The cumulative emissions from 2011 to 2100 associated with a “high” probability (66%) of achieving this goal are approximately 1000 Gt CO2, or given a population of 7 billion people, approximately 1.61 t CO2 per capita (assuming CO2 emissions available in the 2011– 2100 carbon budget are distributed uniformly over time).",NA,NA,"350ppm",NA,NA,"1.61 t CO6",NA,"0.55 tCO2/cap",NA,"0.34",NA,NA,NA,"www.worldmrio.com",NA,NA,"Climate change",NA,NA,NA,NA
"53","O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.","A good life for all within planetary boundaries","2018","top down","equal share per capita","country","greece","CO2 emissions","Consumption-based allocation of CO2 emissions from energy and cement production.","As an alternative boundary to 350 ppm, authors used the 2 C temperature stabilisation goal emphasised in the Paris Agreement. The cumulative emissions from 2011 to 2100 associated with a “high” probability (66%) of achieving this goal are approximately 1000 Gt CO2, or given a population of 7 billion people, approximately 1.61 t CO2 per capita (assuming CO2 emissions available in the 2011– 2100 carbon budget are distributed uniformly over time).",NA,NA,"350ppm",NA,NA,"1.61 t CO6",NA,"13.27 tCO2/cap",NA,"8.24",NA,NA,NA,"www.worldmrio.com",NA,NA,"Climate change",NA,NA,NA,NA
"54","O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.","A good life for all within planetary boundaries","2018","top down","equal share per capita","country","guatemala","CO2 emissions","Consumption-based allocation of CO2 emissions from energy and cement production.","As an alternative boundary to 350 ppm, authors used the 2 C temperature stabilisation goal emphasised in the Paris Agreement. The cumulative emissions from 2011 to 2100 associated with a “high” probability (66%) of achieving this goal are approximately 1000 Gt CO2, or given a population of 7 billion people, approximately 1.61 t CO2 per capita (assuming CO2 emissions available in the 2011– 2100 carbon budget are distributed uniformly over time).",NA,NA,"350ppm",NA,NA,"1.61 t CO6",NA,"1.18 tCO2/cap",NA,"0.73",NA,NA,NA,"www.worldmrio.com",NA,NA,"Climate change",NA,NA,NA,NA
"55","O'Neill D.W.; Fanning A.L.; Lamb W.F.; Steinberger J.K.","A good life for all within planetary boundaries","2018","top down","equal share per capita","country","guinea","CO2 emissions","Consumption-based allocation of CO2 emissions from energy and cement production.","As an alternative boundary to 350 ppm, authors used the 2 C temperature stabilisation goal emphasised in the Paris Agreement. The cumulative emissions from 2011 to 2100 associated with a “high” probability (66%) of achieving this goal are approximately 1000 Gt CO2, or given a population of 7 billion people, approximately 1.61 t CO2 per capita (assuming CO2 emissions available in the 2011– 2100 carbon budget are distributed uniformly over time).",NA,NA,"350ppm",NA,NA,"1.61 t CO6",NA,"0.21 tCO2/cap",NA,"0.13",NA,NA,NA,"www.worldmrio.com",NA,NA,"Climate change",NA,NA,NA,NA
